text,sentiment,original_text
sambo bngtwkwkbravo mahasiswa,1,Para sambo nya bnyk bngt..wkwk<br>Bravo mahasiswa....!!!
turun kesal,0,Percuma yg naik gk mungkin turun....kesel pasti tp mw apa
semangat adil elite perintah,1,"semngat keadilan ,elit pemerintah lg  g baik baik sj"
langsung luhut penjaitan demo,0,Seharus nya langsung aja ke luhut penjaitan demo nyah
malu bangsa saudara pikir dangkal gaduh desaquot aman damai hai gaduh basbung,0,"Maluin bangsa brooo, pikiranmu dangkal, mau buat gaduh ya,  di desa&quot; saja aman damai hai kamu malah buat gaduh, cuma dpt basbung ya"
mahasiswa demo rusuh heran deh titip,0,Setiap Mahasiswa Demo selalu aja rusuh terus.. Heran dehhh yg tertitip Napa
demo orasi bikin rusuh rusuh konsep mutu aduh miris mahasiswa,0,Kapan ya demo nyampaikan orasi bukan bikin kerusuhan?yang rusuh itu karena gak punya konsep bermutu yang ingin disampaikan. Duh miris mahasiswa
mahasiswa wakil rakyat allahu akbar,1,Mahasiswa perwakilan rakyat 🙏  Allahuakbar
dampak masyarakat hasil tani nelayan murah,0,Yg paling merasakan dampaknya adalah masyarakat bawah..Krn semua akan naik..tp hasil tani/nelayan sangat murah
semangat mahasiswa turun harga bbm,1,"Semangat mahasiswa, turunkan harga bbm"
semangat mahasiswa demo tuntas rezim raja tega,1,"semangat mahasiswa!!!! Demo sampe tuntas, rezim raja tega"
dukung tolak harga bbm kasihan rakyat wakil rakyat asik duduk manis rapat,1,Kami dukung penolakan harga BBM kasihan Rakyat kecil.....wakil Rakyatnya asik duduk manis rapat sana sini....
bagus mogok kunci,1,Bagusss semua nya harus mogok...itu saja kunci nya
coba cek mahasiswa kasih rusa patut mahasiswa,0,Coba cek mahasiswa yg kasih kerusakan..patut dipertanyakan mahasiswa atau mahapikuldrom
mahal perintah,1,terllu mahal naik nya pmrintah
masak mahasiswa paham pertamina paham malu titel mahasiswa paham pertamina paham bbm psti mahasiswa diam paham pertamina paham alias otak ribut paham diam maklum ribut demo malu,0,"Masak Mahasiswa Tidak Paham Apa Itu PERTAMINA ????? Harusnya Paham Dulu lah , Memalukan Punya Titel Mahasiswa Tapi TIDAK PAHAM PERTAMINA , Kalau Paham BBM naik , Pasti Mahasiswa Diam , Karena Memahami PERTAMINA . karena Tidak Paham Alias Otak 0 Ribut jadinya ha ha ha Gue mah Paham Jadi Diam Maklum . Klu Gue Ikutan Ribut / Demo Malu Sendirilah ha ha ha"
kah juang masyarakat,1,Inikah yg di sebut berjuang untuk masyarakat.
turun bbm kau,1,Turunin BBM KO!
masuk masuk gas,1,MASSOKK MASOOKKKK..... GASS
hidup maha siswa singkir jahat indonesia,1,Hidup maha siswa. Singkirkan para penjahat indonesia
hancur oligarki taipan naga sembilan antek komunis cina tiongkok takbir,1,HANCURKAN OLIGARKI TAIPAN NAGA SEMBILAN ANTEK KOMUNIS CINA TIONGKOK...TAKBIIRR
ayo bu mega tangis sembunyi ketiak jokowi,0,AYO BU MEGA NANGIS LAGI DONG JANGAN SEMBUNYI DI KETIAK PAK JOKOWI AJA
peritnah makan enak tidur nyenyak duit mahasiswa rakyat amp masyarakat bentrok tugas salah demo amp tugas perintah mati akal sehat,0,memerintah makan enak tidur nyenyak duit banyak. mahasiswa - rakyat &amp; masyarakat bentrok dengan petugas. yg salah itu bukan pen demo &amp; petugas. tapi pemerintah nya sudah mati akal sehat nya.
mantap jokowi maju bangun periode,1,MANTAP PAK JOKOWI DEMI KEMAJUAN PEMBANGUNAN JUGA LANJUT 3 PERIODE !!
kayak demen,1,Yg kaya gini w demen
loh dampak turun bbm,1,"Nah loh dampak nya sudah bisa terasa, uda turunin lagi BBM nya"
kopi malam beli sanggup demo,0,Kopi 15 sampai 20 k . Tiap malam di beli . Sanggup aja . Ngapain di demo 10 k .
nak jalan,1,lanjutkan nak..jalanmu sudah benar 😆😆
partai demokrasi indonesia p tangis turun harga bbm umpat,0,Woyy PDI p kemana.. dulu nangis2 turunkan harga BBM.. sekarang kmn.. ngumpet ya.
demo turun harga bbm sia sia demo hasil turun bbm mending demo upah,0,"Demo turunkan harga bbm hanya sia2 karna ngak pernah ada demo yg berhasil  turunkan bbm yg sudah naik , yg ada mending demo naikan upah"
moga sukses,1,Lanjutkan semoga sukses
efek bbm menteri uang hebat tarif efek bbm,0,Ini efek.dari kenaikan BBM jok...tahu GK ... menteri keungannmu.yg paling hebat katanya gmna bgini ini knaikan tarif efek bbm
negara juang kawan,0,"Negara tidak sedang baik2 saja,  teruskan perjuanganmua kawan 💪"
hidup mulia mati syahid takbir,1,Hidup Mulia atau MATI SYAHID...TAKBIIRR
dengar suara rakyat mahasiswa salah rakyat emosi smakin amuk salah rezim tampung suara rakyat mahasiswa mundur,1,Semakin GK mndengar suara rakyat n mahasiswa maka jngn salahkan rakyat jika emosi n smakin ngamuk..smua salah rezim yg GK mmpu mnampung suara rakyat n mahasiswa ...klo GK mmpu mundur aja
indonesia sri langka,0,Indonesia menuju Sri langka
mantaaappplanjutkan adik adik,1,Mantaaappp😎<br><br><br><br><br><br>Lanjutkan terus adek²🤭
demo timbul rusa emang demo tingkat taraf hidup demo esensi receh,0,"Gak guna demo,,hanya menimbulkan kerusakan..dr dulu kok gitu ...emangnya demo bisa meningkatkan taraf hidup,,, sebagian demo saat ini esensinya receh..."
hancur dpr,0,Hancurkan dpr
wakil rakyat suara perwakilannyawakil rakyat suara perwakilannyawakil rakyat suara wakil,1,WAKIL RAKYAT mana suara perwakilannya...??<br>WAKIL RAKYAT mana suara perwakilannya...??<br>WAKIL RAKYAT mana suara perwakilannya...??
halah alah kerja kerja demo demo melulu mutu mahasiswa jihhh,0,"Halah halah kerja-kerja, demo demo mulu gak mutu katanya mahasiswa jihhh"
bbm selesai gilir rakyat uud hukaman mati korupsi kunjung harap jabat tembak rudal rusia negara aneh,0,"BBM sllu slsai di naikin. <br>Giliran rakyat minta UUD hukaman mati untuk korupsi tak kunjung ada. <br>Berharap semua pejabat tinggi di tembak sama rudal rusia,,, negara anehhh"
warung pakai motor berangkat kerja pakai motor macet peduli pokok turun bbm ironi gaya hidup beban orang,1,Ke warung pake motor brgkat kerja pake motor macet2an gk peduli.. pokoknya gak mau tau turunkan BBM. ironi memang gaya hidup ku yg menambah beban org lain.
sby harga bbm tangis tangis demen banget bikin rakyat tangis,0,"Dulu SBY naikin harga BBM ada yang nangis nangis,, sekarang demen bangat bikin rakyat nangis...<br>😌😌😌"
mntp suka lihat mudah mudah mati aminnn,0,Mntp .ini yg pling suka liat ya .mudah2 an  ada yg mati ..aminnn
demo aceh korban jiwa,0,Demo dimna2 ..di aceh udh ada korban jiwa
coba bbm gaji buruh donkk imbanggaji bbm demo,0,"Coba BBM naik gaji para buruh juga naik donkk jadi kan imbang,,gaji blm pada naik BBM udah naik duluan yaa di demo"
serah,1,Terserah mereka lah
dampak bbm butuh pokok sayur beras buah minyak butuh bayi perabot lengkap mandi rakyat miskin serba,0,"dampak BBM naik,,  kebutuhan pokok juga ikut naik,  Sayur, beras, buah, minyak dll,,  kebutuhan Bayi naik,, parabotan naik,,  perlengkapan mandi naik,, Saya rakyat miskin masih serba kekurangan"
kacung kacung kaki tangan beraksinegara damai jual sumber daya alam,0,"Kacung kacung ,kaki tangan beraksi...Negara ini ga pernah akan damai kalau ga jual SDA ke mereka semua"
presiden demo bbm jual kendara tingkat jalan tol masyarakat suka jalan kendara pribadi,0,"Siapapun presidennya nanti akan selalu ada demo kenaikkan BBM, penjualan kendaraan semakin meningkat apalagi sudah banyak jalan tol membuat masyarakat lebih menyukai perjalanan kendaraan pribadi"
demokrasi,0,"Klu dah gini, demokrasi apaan."
kayak harga bbm beli rakyat lepas pandemi nasib kasihan allah rakyat tumpu,0,"Yang kaya berapapun harga bbm mampu saja membeli, rakyak kita baru lepas dari pandemi banyak yang belum bekerja bagaimana nasibnya, kasihani kami Ya Allah, jangan rakyat yang dijadikan tumpuan"
kasihan mahasiswa harga turun cedera iluminati rezim kuasa illuminati rezim tumbang dukung media cetak elektronik,0,"saya kasihan sama mahasiswa ... harga belum tentu turun, cedera kemungkinan terjadi ... Iluminati sedang menghendaki rezim ini berkuasa ... percuma ... kalau 1998 iluminati menghendaki rezim untuk tumbang makanya dukungan dimana mana termasuk media cetak dan elektronik saat itu 😁"
nyimak tunggu bela orang cilik suara,1,Nyimak nunggu pembela wong cilik bersuara
demo ajar salah demo oke,1,Memang kalau gak di demo kurang ajar mereka jadi jangan salah kan pendemo oke
mahasiswa besok legislatif podo wae,0,Mahasiswa kalo besok jadi legislatif y podo wae..
moga allah swt lindung sehat limpah rizqi halal berkah limpah amin,1,"Semoga Allah swt memberikan perlindungan,  kesehatan serta limpahan rizqi yg halal,  berkah berlimpah tuk kita semua aamiin"
ketawa senyum lihat negara selamat mahasiswa,1,Ada yg ketawa sambil senyum&quot; liat keadaan negaranya sendiri.bravo mahasiswa
makmur uang negara bangun negara habis gaji tunjang fasilitas orang orang,0,Gmn mau makmur..uang negara untuk membangun negara ini habis buat gaji dan tunjangan serta fasilitas org org itu..
pilih pakde bbm harga minyak mentah dunia turun,0,Yg milih pakde siapa..BBM naek saat harga Minya mentah dunia turun..
kuliah,0,kuliah sing bener to lee lee..
rakyat ajar mental subsidi bbm bagus,1,"Kami rakyat biasa   belajar  tidak menjadi Mental subsidi ,  BBM naik lebih bagus buat kedepannya malah"
mahasiswa kuliah kalang pas kuliah beban teman teman suara keluh kesah teman,0,"Mahasiswa kalian bisa kuliah mungkin kebanyakan dr kalangn mampu. Tetapi ada juga yg pas pasan... Apa lagi yg tak mampi kuliah, Kalian tau beban bapak ibu kalian,Teman-teman kalian suarakan keluh kesah bapak ibu dan teman&quot; Kalian..."
rusuh dpr peka,0,Kalo gak rusuh DPR Gak peka!
dpr wakil rakyat tolak bbm ah,0,DPR ini mewakili siapa sih ya...rakyat jelas2 menolak kenaikan bbm..tpi ttep dinaikin...ah sudah lah...
kasihan mahasiswa berjuangtapi dengar eksekutif legislatifsabar rapat barisansemangat,1,Kasihan mahasiswa telah berjuang<br><br>Tapi tetep aja gak di dengar oleh eksekutif dan legislatif<br><br>Sabar dan rapatkan barisan<br>Semangat
ayo bakar bakar ricuh ricuh bentrok bentrok protes demo indonesia maju harga butuh maju,0,AYO.....BAKAR...BAKAR....RICUH...RICUH....BENTROK....BENTROK...PROTES....DEMO..... INDONESIA MAJU SEMUA HARGA KEBUTUHAN HARIAN SEMAKIN MAJU......
demo tonton tertawa,1,Yang didemo nonton (tertawa)
iya diam lulus sarjana anggur,1,Iyalah masa mau diam saja.. lulusan sarjana banyak yang ngangangur sedangkan apa2 naik..
naikyg stok adajgn sri lanka,1,Ga apa naik<br>Yg penting stok slalu ada.<br>Jgn sampai seperti srilangka.
presiden harga bbm turun,0,Presiden yang selalu naikkan harga BBM harus diTURUNkan
hancur rakyat indonesia merdeka jabat merdeka rakyat tindas,1,hancuuurkan...waktuny rakyat indonesia merdeka bukan para pejabat yang merdeka rakyat kecil tertindas
moncong putih sungguh,0,Moncong putih sungguh terlalu.. 🤪
tolong gaji harga bensin oke,1,"Tolong  naikin gaji saja, drpd naik harga bensin ok"
perintah indonesia serba aneh aneh kemarin kominfo bikin ulah sok daftar platform pse daftar blokir daftar hasil data bocor harga bbm pikir ekonomi rakyat,0,"Sekarang pemerintah indonesia serba aneh aneh lah, kemarin kominfo bikin ulah sosoan daftarin platform gede ke PSE, klo gk daftar bakal diblokir, pas udah daftar hasilnya banyak data pengguna yg bocor, sekarang naikin harga BBM tanpa mikirin perekonomian rakyat."
bbm rakyat sengsara,1,"BBM harus naik , klu tidak naik  kedepannya malah rakyat sengsara , kok bisa bisa !?"
jabat pintar saking pintar pikir nasib rakyat milik ponsel android,0,Pejabat skrg semakin pinter. Sangking pinternya sampai tdk memikirkan bgmn nasib rakyat yg tdk memiliki hp android.
papua harga bbm ribu liter demo demo ribu,1,"Dulu di Papua harga BBM bisa sampe 100rb deh per liter tapi gak ada demo Demoan, ini naik 2rb aja 😌"
kabar kalimantan papua,1,Apa kabar kalimantan dan papua gk prnh masalah?...
demo tanggung tanggung runtuh langsung rezim jokowi sengsara masyarakat bbm kayak kayak miskin hancur,0,klo demo jgn tangung2 runtuhkan langsung rezim jokowi telah banyak menyengsarakan masarakat..klo bbm naik yg kaya makin kaya yg miskin makin hancur..
pertamax pertalite mending blt blt salah terima habis anggota desa,0,"Pertamax 14500,,, pertalite 10000,,,, <br>Mending gk usahhh ada BLT,,,, karna BLT kebanyakannn salahhh penerima,,,, palingg abisss sama anggota Desa"
demo rusuh rusak fasilitas masyarakat cape suruh bayar pajak fasilitas rusak,1,"Demo2 aja tpi jngan rusuh dan merusak fasilitas umum, karena masyarakat capek disuruh bayar pajak cuma untuk memperbaiki fasilitas umum yg kalian rusak."
n demo pakai kendara listrik bagus angkut massal subsidi angkut mobil subsidi malu kali,0,"N4715 demo ga guna, makanya pakai kendaraan listrik, sama dibagusin angkutan massal nya. Yang disubsidi ya angkutan umum aja, masa mobil disubsidi, malu kali.."
semangat adik adik mahasiswa terima kasih wakil hati rakyat indonesia,1,Semangat adek adek mahasiswa. Terima kasih telah mewakili hati kecil rakyat indonesia.
moga ber demo amin,1,Semoga bisa ber bulan bulan demonya. Amin
beli bukti beli bodoh bodoh,0,Mau naik bearapa pun kalian tetep beli. Buktinya dari dulu naik tetep pada bisa beli oalah chah pekok pekok
vandalisme rusuh provokasi bawa nama agama suku bawa gudang kritik saran pimpin bangsa wakil rakyat saran hadap krisis global sengsara rakyat korban dasar rakyat,1,"Sampaikan pendapat tanpa fandalisme dan kerusuhan, jangan terprovokasi, jangan bawa nama agama ataupun suku... Bawa saja segudang kritik dan saran untuk para pemimpin bangsa dan untuk wakil rakyat. Berilah saran kepada mereka bagaimana cara menghadapi krisis global tanpa menyengsarakan rakyat atau tanpa mengorbankan kepentingan dasar rakyat."
demo selesai demo demo ricuh kisruh sifat khianat khianat suka negara kacau kisruh,0,Apa yakin dengan demo bisa selesaikan maslh ..yng ada demo mlah menambah maslh ..klo demo ricuh n kisruh bgtu ya itu sifat penghianat karn para penghianat pling suka melihat negara ini kacau n kisruh
kota masyarakat peduli bbm aktivitas mobil motor perkara dampak harga barang sesuai harga rumah harga rumah sendirisepanjang rakyat negeri tahan tentram damai toleransi sebai syukur negara hidup sengsara negeri negeri ajaib indonesiapemerintah gamblang alas anggap ajak gotong royong bangun negeri waris maju negeri anak cucu juang negeri sempurna pesimis anarkis negeri media maya komentar dukung bijak pahit obat maju negeri tidaktak keluh kesah peluang cari rezeki juru parkirkecuali nyata nyata manusia penjuru negeri gelimpang lapar wajib bela penjuru negeri manusia asik pegang ponsel senyum anak sekolah pulang tawa ceria pasar pilih pilih sayur bebas gojek kemari jemput makan pesan angkot turun penumpanglalu,1,"Menurut saya, sepanjang bbrp hari ini di kota saya, tak begitu banyak juga masyarakat peduli dg kenaikan bbm. aktifitas seperti biasa, mobil motor pun tetap seperti biasanya. perkara dampak kepada harga barang dsb nantinya, ya akan ada banyak penyesuaian lah. seperti halnya harga rumah, walaupun harganya selalu naik, toh banyak juga yang akhirnya punya rumah sendiri.<br>Sepanjang  kita semua, rakyat negeri ini masih bertahan dalam ketentraman, kedamaian, saling toleransi dsb, masih banyak yang bisa di syukuri. masih terlalu banyak. Lebih banyak lagi negara yg kehidupannya lebih sengsara daripada negeri ini. Wonderland indonesia.<br>Pemerintah sudah jelaskan dg gamblang sebab dan alasannya. anggap saja kita semua diajak untuk gotong royong membangun negeri agar dapat mewariskan kemajuan negeri ini pada anak cucu. Kekurangan dan perjuangan negeri ini tentu jauh dari sempurna, tapi bukan berarti menjadikan kita pesimis, apalagi anarkis, masa depan negeri ini ya kita yang buat. kalau semua kita yg ada di media maya bisa berkomentar dg baik dan mendukung kebijakan pahit saat ini, demi obat bagi kemajuan negeri yang akan datang......kenapa tidak??<br>Tak ada gunanya berkeluh kesah, masih banyak peluang mencari rezeki walaupun hanya sekedar jadi juru parkir............<br>Kecuali, nyata-nyata manusia di setiap penjuru negeri ini bergelimpangan karena kelaparan maka kita wajib bela. yang ada sekarang ini, di setiap penjuru negeri, banyak manusia yg masih asyik pegang hp dg tersenyum, masih banyak anak sekolah pulang dg tawa ceria, masih banyak ibu ibu di pasar pilih pilih sayur sebebasnya, masih banyak gojek kesana kemari antar jemput makanan pesanannya, masih banyak angkot yg naik turunkan penumpang.<br>Lalu kita ini mau minta apa lagi?"
harga bbm gaji jabat turun,0,"Harga BBM naik, bagaimana jika gaji pejabat diturunkan???"
nilai demo niat juang ekonomi rakyat,1,jgn menilai cara demonya atau dengan cara apapun tapi ingat niat mereka adalah memperjuangkan ekonomi utk rakyat
bos mobil detonator teriak teriak setor,0,Ingat boos mobil detoran.... emang klo teriak2 bisa setor....
aduh negara kewalahan bensin indonesia terimakasih bensin murah loh udah ribut kali rokok kebut loh beli,0,"Hadeee semua negara kewalahan bensin indonesia trmksud bensin termurah lho naik sedikit aj ud ribut kali,, tapi merokok ngebut lho ttp mampu beli"
rezim rezim demo salam periode salam modar,0,Rezim sekarang adalah rezim yg paling banyak di demo. Salam 3 periode salam tambah modyar 🤣
demo demo demo kerja jalan macet,0,demo demo demo.kami jadi gk bisa kerja jalan macet
tarik bsu blt rakyat sejahtera bsu juta gila,0,Tarik aja tuh BSU dan BLT yg penting rakyat sejahtera..dulu BSU satu juta skrg mlh 600 gilaaa
sengsara rakyat indonesia solusi bbm bahan pokok upah minimum rakyat utang negara rakyat bayar tikus tikus perintah makan enak tidur pakai dingin udara turun mobil mewah dpr fungsi dewan wakil rakyat rakyat wakil tindas,0,makin sengsara rakyat indonesia…cuma bisa naik naik naik…solusi gak ada…bbm naik bahan pokok naik..umr gak naik2…..ini sama aja utang negara rakyat yg bayar….sedangkan tuh tikus2 pemerintah masih makan enak tidur pake ac naik turun mobil mewah…trus sekarang DPR fungsinya apa katanya dewan perwakilan rakyat…kita sebagai rakyat gk merasa terwakili malah tertindas
they dont care with your aksi taman teman its kerja kelompok ramai ratus orang duduk besama diskusi bikin bensin murah liter ribu bikin protes perintah bensin jual belikan mahasiswa ilegal penuh i standar operasional prosedur tertawa mahal legal ganda canda,0,They dont care with your action guys it&#39;s better kerja kelompok rame2 ratusan orang duduk besama diskusi gimn caranya bikin bensin baru yg murah 1L 5ribu ?setelah udah bikin di protes balik sama pemerintah bensin yg di jual belikan para mahasiswa ilegal tidak memenuhi SOP (wkwkkwkw) kalo mahal legal (wkwkwk) double jokes
pikir negara beban negara subsidi masyarakat sumbangsih pikir beli minyak subsidi ayo mahasiswa beli cinta negara republik indonesia,0,Pemikiran apa sih yang bisa kamu berikan pada negara...di saat beban negara terlalu besar mensubsidi masyarakat.....jangan kan sumbangsih pemkkiran  beli minyak saja masih yang bersubsidi.....ayo mahasiswa beli pertamax kalo masih cinta NKRI
bbm turun,1,bbm nya turun ga?? wkwkw
emang gila persen,0,EMG gila sih naiknya sampai 25%
sopir makmur bbm,1,Sopir Makmur ketika BBM Naik
mahasiswa bego sok aja demo paham,0,"Mahasiswa bego... Sok2an doang demo,..tpi gak paham.."
mbok iya angkot anak sekolah suruh turun sekolah hormat balas lihat,0,MBOK IYAO KLO YG DIANGKOT ANAK SEKOLAH JGN DISURUH TURUN. ANTERIN DULU SAMPAI SEKOLAHNYA.. GA RESPECT BLASS AQ LIATNYA.
mahasiswa islam mahasiswa kafir demo,0,kebnyakan MAHASISWA ISLAM KLAU MAHASISWA KAFIR GK ADA YG MAU demo
universitas indonesia diam bisu tunduk perintah,0,Universitas Indonesia cuma Diam Membisu...karena tunduk dengan Pemerintah...
hore,1,Horeeeee
perintah gendeng,0,Pemerintahan gendeng......
mari rusuh nyata puas hati perintah,1,Mari ikut tunjuk rasa tapi jngn buat rusuhan kita nyatakan tidak puas hati dg pemerintah
tragedi tiananmen indonesia,1,Jangan sampe tragedi Tiananmen kejadian d indonesia
inget zaman amp angkot mogok paksa jalan kaki kilogram kilogram untung mobil pribadi tawar,1,Inget jaman smp &amp; sma dulu. Angkot pada mogok. Terpaksa jalan kaki berkilo-kilo. . Untung ada mobil pribadi yang nawarin ikut.
utang rakyat sulit,0,Hutang banyak2an rakyat di persulit
rakyat paksa tipu kelas kakak banding banding,0,Rakyat tiap tahun ditipu lagi....... Penipu kelas kakak dibanding bandingkan.....
turun gaji jabat,0,Turunkan gaji pejabat wkw
bagus bakar gedung dpr,1,BAGUSS LANJUTKAAN    .  kalau bisa bakar gedung dpr
dasar rakyat miskin kisruh pindah negara,0,"Dasar rakyat miskin, naik dikit aja kisruh,, makanya pindah negara dong"
demo tertib bikin rusuh tangkap pikir polisi,1,Demo boleh asal tertib....bikin rusuh tangkapin pk polisi....
turun bosan lihat orang orang bodoh pimpin,0,Turunin lah.. Bosen liat orang orang bodo jadi pemimpin
kuasa orang pintar nyata omong amanah bbm bukti omong tanggung dosa republik indonesia luka sakit hati rakyat ribu triliun utang negara jabat periode,0,"Kata siapa penguasa kita org pintar, toch nyata na omongan na tidak amanah..kata na BBM tidak akan naik mpe akhir tahun, mna bukti omongan na..bpk tanggung dosa RI krna dah melukai n menyakiti hati rakyat, dah 7k T utang negara selama menjabat 2 periode.."
moga selamat,1,Semoga kalian selamat
semangat mahasiswa serah,1,Semangat mahasiswa jangan menyerah
gas mang kasih kendur,1,Gasken maaaang! Jgn ksh kendor
mari demo wakil wakil rakyat gagal aspirasi duduk,1,Mari kita demo wakil2 rakyat karna gagal menyampaaikan aspirasi. Tw hanya duduk2 aja di sana.
demo orang kota daerah infrastruktur bangun daerah jalan orang kota pikir nyaman tinggal pinggir butuh pokok murah ujung harga tani kebun turun gaji kerja santai coba tinggal kampung jalan sulit fasilitas susah untung era jokowi perhati,0,"Demo itu org&quot; dikota ,,,klo kami di daerah gak masalah,,selama infrastruktur dan pembangunan didaerah kami bs berjalan,,,org kota itu kan hanya mikirin kenyamanan mrk tanpa mau melihat kami yg tggal dipinggiran,,,mrk maunya kebutuhan pokok murah hingga berujung harga pertanian/perkebunan turun,,,tp jk menyangkut gaji mrk maunya naik,,meski kerja pd santai,,,cb aja kalian tggal dikampung jln sulit ,fasilitas susah,,,untungnya di era bpk jokowi lah kami diperhatikan"
rabbberkahilah negeri indonesia cinta pimpin amanah rakyat makmur sejahtera,1,Ya ..rabb...🤲berkahilah negeri Indonesia tercinta.dgn para peminpin yg amanah.hingga rakyat makmur sejahtera.
demo kemarin petinggi organisasi mahasiswa intervensi gembos perintah,0,jadi ingat demo kemarin sempat banyak petinggi organisasi mahasiswa di intervensi dan digembosi oleh pemerintah
demo paham dunia jerit paham situasi dunia bbm,0,YANG DEMO2 GAK PAHAM DUNIA SUDAH MENJERIT....GA PERNAH PAHAM SITUASI DUNIA BBM MMG SDH TINGGI
yah polisi aja jajar siram air keras,0,Yaelah polisi doang jajaran ajah siram air keras
kocak nih komentar miskin komentar pakai ponsel kuota yah aduh mohon komentar miskin rakyat dukung allah dengar doa miskin yah amin,0,"kocak nih pada komen disini, pada ngaku miskim tp masih bisa komen pake hp dan kuota yah... hadeh... please.. kl komen nggak usah ngaku miskim,rakyat kecil.. dukung2 aja.. nti Allah denger doa  anda dan dimiskinkan seketika , Yah.. Amin aja"
demo paham dunia jerit paham situasi dunia bbm,0,YANG DEMO2 GAK PAHAM DUNIA SUDAH MENJERIT....GA PERNAH PAHAM SITUASI DUNIA BBM MMG SDH TINGGI
orang kayak enak banget minyak subsidi mulumendingdi spbu kasih tanda khusus mobilutk kendara mobil harga subsidi,0,Org kaya enak banget ..minyak disubsidi Mulu🤦👎👹🤬..mending...di SPBU dikasi tanda khusus utk mobil...<br>Utk kendaraan umum/mobil harga subsidi
baju cokelat lempar lempar,1,0.51 itu kenapa baju coklat lempar lempar?
jujur tuju ribu harga bbm mahal orang orang manja,1,Jujur saya setuju..jgnkan 10k bila perlu 17.500. Kenapa dekikian.. supaya bisa lebih menghargai BBM.. jika mahal.. kan sedikit org² yg  manja..
mantap bbmnaikjokomi turun,0,"Mantap, BBMNaik<br>JokoMi turun 🤣"
kasihan anak sekolah tumpang demo sopir angkot,0,Kasian ank sekolah dan penumpang ibu&quot;yg lainnya klo udah demo gini supir angkot umum
ricuh ricuh,0,Akhirnya udah mulai ricuh ricuh
rakyat miskin dukung bijaksana presiden jokowi negara republik indonesia pancasila harga mati,1,Saya rakyat kecil dan miskin saya tetap mendukung kebijaksanaan presiden Jokowi 🇮🇩💪 NKRI Pancasila harga mati!!!!!
kasih paham masyarakat pintar mahasiswa peduli masyarakat,1,KASIH PAHAM BAHWA MASYARAKAT UDAH PINTAR DAN MAHASISWA PEDULI MASYARAKAT
mahasiswa sok lihat warga papua harga bbm mahal demo rusuh mahasiswa sok,0,"Mahasiswa sok benar... Lihat di warga papua sana harga bbm disana lebih mahal, gak da demo rusuh kayak mahasiswa sok benar ini.."
mahasiswa kaum,1,Mahasisewa kaum 212 ini mah
mahasiswa demo duduk kursi tidur pelan biar,1,Mahasiswa demo. <br>Apakah yg duduk di kursi akan tidur/melihat/seloww/biarin
gampang demo kericuhn polisi polisi olah bentur,1,"Sbnr nya gmpng klo demo agr tdk ada kericuhn yaitu jgn ada polisi, klo ada polisi justru seolah dibentur kan"
demo mending kerja sawah bbm syukur,1,Daripada demo mending kerja d sawah..   bbm naik malah syukur aq hhhhhhhhh
mahasiswa siang sok main epep budak cinta mahasiswa mutu,0,Mahasiswa kesiangan 😂😂😂 udh lah jgn sok yes maen epep aj Sono sambil ngebucin wkwk mahasiswa GK mutu blasssss
harap mahasiswa,1,"Cuma berharap pada mahasiswa, lanjut.."
moga allah lindung saudara saudara,1,semoga allah selalu melindungi saudara2ku ini...
bbm harga naikpendapatanhasil kerja gerus butuh serba,0,"BBM naik smua harga ikut naik,<br>pendapatan/hasil kerja sama sama dengan tergerus kebutuhan yg serba naik."
mental subsidi komentar rakyat venezuela hidup manja gelontor subsidi subsidi usak mental rakyat,0,Mental subsidi pada banyak yang komen. 11 12 lah sama rakyat Venezuela selalu hidup manja dengan gelontoran subsidi. <br>Subsidi perusak mental rakyat.
demo capek panas panas orang pimpin dangdut bareng nyanyi cilik banding bamdingke,0,Percuma demo cape panas panas wong pemimpinne lagi dangdutan bareng penyanyi cilik kok ojo dibanding bamdingke😂😂😂😂😂
demo tawur,0,Mau demo pa tawuran ni
mogok kerja mogok ajak,0,"Kalo mau mogok kerja mogok aja, gaush ngajak yg lain"
blt subsidi bbm demo mahasiswa contoh,1,Sudah dpt BLT subsidi bbm kan??...gak perlu demo lbh baik jd mahasiswa yg baik spy jd contoh nntnya
negara gagal sejahtera rakyat,0,Negara gagal mensejahterakan rakyatnya
pimpin percaya pimpin duduk kursi perintah hilangsemoga negeri selamat,0,"Semua karena pemimpin kita , sekarang kepercayaan kami terhadap para pemimpin yang duduk dikursi pemerintahan sudah hilang<br>Semoga Negeri ini diberi keselamatan"
astagfirullah kasihan orang tua celaka sulit bayar rumah sakit usaha kaki tangan politik bbm alhamdulillah damai mahal rusuh rusuh pergi rusia biar sabar orang orang eropa duit beli minyak kasihan orang tua sekolah pintar kasihan orang tua banting tulang cari uang mahasiswa biar sukses rusuh bikin rusuh rumah negara,0,"Astagvirulloh kalian itu ga kasihan sama orang tua  , klo ada apa apa celaka siapa yg susah , siapa yg bayar rumah sakit ,ga usaha  mau jadi kaki tangan nya politik , naik  bbm sedikit allhamdulillah , damai itu mahal klo mau rusuh rusuh terus. Onh pergi ke Rusia. Biar berguna itu di sini naik dikit sabar lah orang orang Eropa punya duit banyak tp ga bisa beli minyak nya ga ada . Kasihan orang tua kalian sekolah itu buat pinter kasihan orang tua banting tulang cari uang buat kalian jadi mahasiswa biar sukses bukan buat kerusuhan  bikin rusuh di rumah sendiri di negara sendiri"
