text,sentiment,original_text
harap aksi jabat buka mata buka telinga buka hati ganti ketua dewan wakil rakyat,1,"Aku berharap aksi akan lebih besar. Agar para pejabat buka mata, buka telinga, bukaa hati. <br>Bila perlu ganti ketua DPR"
pilih tatap muka rakyat masuk janji sejahtera rakyattetapi pilih lupa janji bilangmembuat atur rakyat menyetujuiselalu umbar janji realisasi,1,"KETIKA INGIN DIPILIH MEREKA TATAP MUKA BERSAMA RAKYAT ATW DENGAN BLUSUKAN DENGAN MEMBERIKAN JANJI-JANJI MENYEJAHTERAKAN RAKYAT<br>TETAPI SETELAH MEREKA DIPILIH, MEREKA LUPA AKAN JANJI-JANJI YANG SUDAH MEREKA BILANG..<br>MEMBUAT ATURAN TANPA RAKYAT MENGETAHUI ATAU MENYETUJUI.<br>SELALU UMBAR JANJI TANPA ADA REALISASI"
kacau perintah indonesia artis lulus kuliah menang duit anggota dewan wakil rakyat duit bicara org duit menang rakyat longo ayo buruh juang semangat buruh,1,Kacau pemerintah indo skrg.... lah artis yg ga lulusan kuliah menang duit sdh bs jd anggota DPR skrg duit yg bicara.... <br>Org yg punya byk duit yg menang...rakyat kecil cuma melongo aj...  ayo buruh teruskan perjuangan kallian... semangat buruh.
bijak era presiden koar koar bela orang kejam posisi buruh lemah lemah,1,"ingattt kebijakan outsourcing dikeluarkan era presiden siapaa??? dialah yang koar koar pembela wong cilikkkk.... skrg lebih kejam lagi, bargaining position buruh semakin lemah....sangat lemah!!!"
halang rakyat,1,Jangan halangi rakyat
saudara doa,1,Trus sodaraku <br>  Doa kami menyertai kalian
undang undang cipta kerja laku anggota dpr turun gaji dewan wakil rakyat upah minimum regional cabut fasilitas tunjang sanggup sanggup cabut fasilitas mohon tuhan cabut nyawa,1,"UU cipta kerja harus diberlakukan juga untuk anggta DPR.1 TURUNKAN GAJI DPR JADI UMR.2.CABUT SEGALA FASILITAS DAN TUNJANGANYA.KALAU KALIAN GK SANGGUP,3.KALAU GK SANGGUP DICABUT FASILITASNYA SAYA MOHON PADA TUHAN BUAT CABUT NYAWA MEREKA SAJA.😡"
allah tolong juang anak bangsamohon kuat allah,1,Ya Allah Tolong lah  berjuangan anak&quot; bangsa<br>Mohon kekuatan Mu Ya Allah ..
warga,1,Lanjutkan warga
polisi luka mahasiswa luka demo dengar aspirasi,1,Bukan polisi aja pak yg terlukaa mahasiswa banyak yg terlukaa kalo gamau demo lebih pamjang dengarkan aspirasi kamii
rakyat musuh polisi,1,Skg rakyat musuh dgn polisi
punkalau selesai bagus sifat negara negara ketawa gara gara sifat bagus bagus,1,"Ada aja pun🤦‍♂️<br>Kalau masa bisa diselesai dengan baik bagus dengan baik jangan kegitu cara nya, sifat kalian kegitu mala membuat negara negara ketawa gara gara sifat kalian, jadi jangan kegitu bagus ko bisa dengan baik baik bagus dengan baik baik"
selamat juang buruh mahasiswa,1,Selamat berjuang buruh m mahasiswa 😘😘😘💪
tangkap orang teman teman polisi keroyok sikap jantan,1,Kalau menangkap orang teman teman polisi yg lain gak usah ikut ikutan ngeroyok. Bersikaplah yg gentle.
calon wakil rakyat butuh rakyat eh pilih rakyat abai,1,DULU WAKTU MENCALONKAN JD WAKIL RAKYAT MEREKA MEMBUTUHKAN RAKYAT EH SEKARANG UDH DIPILIH MALAH RAKYAT YG DIABAIKAN
demo demo manusia damai deh biar adil sedih orang tinggal sedih lihat manusia antem akur cipta tanah,1,Kenapa sih segala ada demo demoan kita sesama manusia damai aja deh biar adil🙃 sedih aku ngeliat nya apa lagi ngeliat orang yang meninggal😭 aku sedih liat ini masa sesama manusia berantem seharus nya akurrrrr karena kita sama sama di ciptakan dari tanah:)
aman provokatorbukannya provokator anggota dewan wakil rakyat republik indonesia,1,Mengamankan provokator.<br>Bukannya provokatornya anggota dpr ri.
berita berita mahasiswa brutal polisi aman brutalkalau lawan anarkisme,1,"Di berita Hanya beritakan kalau mahasiswa nya yang brutal,padahal POLISI ke amanan nya yang brutal.<br>Kalau tidak ada perlawanan mungkin masa tidak akan Anarkisme"
video buruh maha siswa tewas luka gilaran polisi pingsan cepat liput media bayar,1,Tidak ada 1 pun video melihatkan buruh dan maha siswa yg tewas dan terluka...gilaran polisi pingsan aja cepat di liput...media bayaran
gilir rakyat maksa koar koar hancur perintah dengar suara rakyat putus hubung karyawan perintah rapat molorsungguh indah indah indah tinggal indonesia,1,Giliran rakyt maksa baru di sebut2 di koar2. Hancurkan jika pemerintah tidak mendengarkan suara rakyat. PHK pemerintah yang saat rapat malah molor.<br>Sungguh indah seindah indahnya tinggal di indonesia 😭
razia rumah anggota dewan wakil rakyat ketok palu buru undang omnibus rugi karyawan,1,Sweeping aja rumah&quot; anggota dpr sama yang ketok palu juga di buru saja ini  karena undang&quot; omnibus sangat merugikan para karyawan
anggota dewan wakil rakyat pilih wakil sejahtera rakyat anggota dewan wakil rakyat sengsara rakyat anggota dewan hormat angka anggur undang undang omnibus law buka lapang kerja buka lahan lahan tidur indonesia impor beras tani sistem canggih eropa angka anggur sengsara kerja anggur pikir rakyat pikir masuk perintah aja rakyat gimana nasib stiap gelisah pikir suap nasi,1,"Anggota DPR seharus nya di pilih untuk mewkili kesejahteraan Rakyat....kalau bgini caranya,anggota DPR jdi ikut menyengsarakan Rakyat. Kpd Bpk2 anggta Dewn yg terhormat?kalau anda ingin mengurangi angka pengangguran,bkn dgn cara UU omnibuslaw ini....Yg bener itu?buka lapangan kerja baru....buka lahan2 tidur agar Indonesia tidk mengimport beras...buat cara pertanian dgn sistym canggih sprti di Eropa...sya yakin angka pengangguran pasti bisa di atasi.bkn dgn cara menyengsarakan pekerja sprti ini.bnyk cara untuk megatasi pengangguran.fikirkan rakyat,jgn hanya memikirkan masukan untuk pemerintah aja,sementara rakyat ntah gmn nasibnya yg stiap hari gelisah memikirkan sesuap nasi"
polisi luka langsung heboh mahasiswa luka gas air mata lihat,1,Polisi terluka langsung heboh bagaimana mahasiswa yang terluka karena gas air mata tidak diperlihatkan
negara hati tindas rakyat,1,Inilah negara ku tak ada hati menindas rakyatnya sendiri demi kepentingan sendiri 😭😭😭
semangat kakak demo,1,Semangat kaka ku yg ikut demo
partai buruh rakyat indonesianamun sayang partai mati buruh dukung,1,Dulu partai buruh ada untuk rakyat indonesia.<br>Namun sayangnya partai itu sendiri mati karna tidak ada buruh yg mendukung...
pahlawan indonesia menang lihat,1,Pahlawan indonesia menangis lihat ini
aparat adu bangsa gaji rakyat,1,Aparat jgn mau di adu ama bangsa sendiri ingat kalian dapat gaji dari rakyat
gimana pas mahasiswa buruh demo tayang televisi polisi luka barang anggota rusak siar mahasiswa luka polisi mahasiswa hancur barang anggotaadil,1,"Gimana ini, kalo pas mahasiswa dan buruh waktu demo nyaa ga di tayangin di tv, tapi kalo ada polisi yg luka atau barang anggota ada yg rusak baru di siarin ,MAHASISWA LUKAI POLISI....MAHASISWA HANCURKAN BARANG ANGGOTA.....adil?"
hukum akibat demo demonstran kasihan bikin ulah santai,1,Yg dihukum seharsnya yang mengakibatkan ini demo...jangan pendemo dong..kasihan.....yg bikin ulah malah nyantai didalam..
semangat teman teman allah lawan ketidakadilan,1,Terus semangat teman2ku..Allah bersama kalian yg melawan ketidakadilan..
rakyat sulit hidup politikus dewan wakil rakyat majelis wakil rakyat rakyat mati rakyat,1,Mengapa selalu rakyat kecil ini yg dipersulit hidupnya...kalian para poli-tikus dpr mpr ingin rakyat kecil ini mati semua dan ga ada lagi rakyat kecil ya..
politikus dewan wakil rakyat adu mahasiswa polisi,1,Lagi2 poli-tikus dpr mengadu mahasiswa dg polisi
berita polisi luka juta rakyat luka tindak represif,1,"Jangan beritain polisi aja yang terluka, jutaan rakyat lebih banyak yang terluka karena tindakan represif"
bentrok masyarakat polritolong aja dengar aspirasi rakyat,1,Lagi&quot; bentrok masyarakat dan POLRI<br>TOLONG AJA DENGERIN ASPIRASI RAKAYAT
maju kepung anggota dewan wakil rakyat tindas rakyat,1,Maju terus kepung anggota DPR yg menindas rakyatnya
undang undang cipta tenaga kerja tuju baikmembuka keran investasi imbas buka lapang kerja rakyat indonesia anggur butuh perkerjaanjangan makan isu hoaks bilang sangon bayar usaha pecat semena mena upah minimum hak cuti hapus bohong hoaxdgn undang undang saing negara kawasan asialihat tuh kemarin pabrik pabrik pindah vietnam imbas karyawan karyawan situ anggur,1,"UU Cipta Tenaga Kerja itu tujuannya BAIK.<br>Membuka keran investasi yg besar, imbasnya adalah membuka lapangan kerja baru. Masih banyak lo rakyat Indonesia yg menganggur &amp; mereka membutuhkan perkerjaan.<br>Jangan mau termakan isu HOAX, bilang pesangon ga dibayar, perusahaan bisa pecat semena2, ga ada upah minimum, hak cuti dihapus.. itu semua BOHONG, itu semua HOAX.<br>Dgn adanya UU ini, kita bisa bersaing dgn negara2 di kawasan ASIA.<br>Lihat tuh, kemarin banyak pabrik2 pada pindah ke vietnam kan imbasnya ke kita jg karyawan2 dstu jg pada nganggur."
semangat kakak mahasiswa,1,Semangat kakak mahasiswa
pribadi dewan wakil rakyat musuh polisi perintah polisi tuju ayom rakyat perintah pimpin polisi turun jalan polisi mahasiswa sakit anggota dewan wakil rakyat tidur nyenyak gedung polisi sengsara main hakim polisi musuh omnibus hukum polisi,1,"Untuk gua pribadi, DPR adalah musuh kita ,polisi hanyalah mengikuti perintah, polisi bertujuan mengayomi rakyat, Dan MENGIKUTI PERINTAH PEMIMPIN Ya mau ngga mau polisi harus turun kejalan, polisi jadi seperti mahasiswa yang sama sama merasa sakit, sementara anggota  DPR tidur nyenyak didalam gedungnya, polisi juga sengsara jadi jangan main hakim aja sama polisi, ingat musuh kita adalah OMNIBUS LAW bukan polisi!."
dewan wakil rakyat cuman duduk santai polisi korban,1,DPR cuman duduk santai lh polisiNya jadi korban
luka mahasiswa liput,1,Kok yang terluka dari mahasiswa tidak diliput
astagfirullahaladzimya allahmo bawa negara megahklo demo rusak fasilitas kasihan ngra cinta negara demo rusak sglnyatk kaum muda coba pikir positifapa negara covid butuh dana tk butuh tk kerjaorang miskin hdp daerah jakarta banget banget lihat coba pemerintahsemua mnjaknperjlnn anak muda lang pikir jngn dikit demo rusak,1,Astagfirullahal&#39;aziiim...y allah...<br>Mo d bw k mn ini negara yg megah...klo semua demo  ahirny ngerusak semua fasilitas yg ada <br>Apa g kasian sm ngra sendiri ...apa g cinta sm ngr sendiri ?..klo semua demo jd ngerusak sglnya<br>tk kaum muda ..cobalh berpikir yg positif...apa lg skarang semua ngr lg covid ...lg butuh dana tk yg membutuhkn ..( msl tk yg g krj..org miskin...terlbh** yg hdp d daerah...klo d jkrt mh kyny g bgt bngt kekurangn klo d liat...apa coba yg kurang dr pemerintah...semua d mnjakn<br>Perjlnn ank muda msh pnjang....baik melangkah &amp; berpikir...jd jngn....( Dikit** demo)**klo ahirny bnyk merusak yg ada
rakyat asli indonesia dominasi buruh coyknp bos untungkankemana sila keadailan rakyat indonesia,1,Seluruh RAKYAT asli indonesia di dominasi buruh coy.<br>knp bos jd di pihak yg di untungkan.<br><br>Kemana <br>Sila ke 5<br>Keadailan bagi seluruh RAKYAT indonesia.
akibat politik uang jabat amanah rakyat kecewa besok pilih jabat prestasi akhlak uang amplop,1,"Akibat Politik uang pejabat ga amanah rakyat kecewa 😂 , besok2 kalau milih pejabat karena prestasi sama akhlak nya baik , bukan karena uang / amplop 😂"
demo rusak negeri,1,Demo hanya akan makin merusak negeri ini.
perang saudara klwdl perang lawan belanda jepang skrang perang am saudara hy karwna nafsu dewan wakil rakyat mpr dewan khianat rakyat,1,Perang sodara ...klw.dl perang melawan belanda jepang skrang perang am sodara sendri .hy karwna nafsu DPR .MPR ...dewan pengkhianat rakyat
polisi buta jabat moga anak putu kaliyan kerja pabrik amiinnnnn,1,Pak polisi buta dengan jabatan semoga anak putu kaliyan kerja di pabrik ya pak <br>Amiinnnnn
polisi ribet padal wewenang tahan dwmontrasi polisi tuh mengayomimembela masyarakat berita quotsaya rakyatquot tolak undang undang cipta kerja adil,1,"Polisi ribet padaL dia tidak ada wewenang menahan dwmontrasi ADANYA POLISI TUH UNTUK MENGAyomi,membela masyarakat, setiap berita kata2nya &quot;saya ada buat rakyat&quot;  TOLAK UU CIPTA KERJA YANG TIDAK ADANYA KEADILAN"
demo suara aspirasi demo rusuh tonton ol,1,"Demo boleh saja utk menyuarakan aspirasi, tapi apakah demo harus rusuh dan ini dipertontonkan ol"
asing serah tidur kasur empuk mewah,1,"Lebih baik di asingkan , dari pada harus menyerah, dan kami tidak pantas tidur di kasur yang empuk dan mewah ,"
dewan wakil rakyat dewan wakil rakyat dewan wakil usaha turun lapang temuin demo real masyarakat demo masyarakat sabar tunggu masyarakat murka,1,DPR Dewan Perwakilan Rakyat APA Dewan Perwakilan Pengusaha! Turun lapangan temuin pendemo! Ini belum real masyarakat yang demo. masyarakat masih ada kesabaran. Jangan tunggu masyarakat yang benar-benar murka! Jangan sampai!
perintah edan pandemi susah muncul undang undang omnibus lawwoiii koruptorentah bangsa indonesia maju saudara,1,"Pemerintah edan lgi masa Pandemi masa lgi susah kok malah muncul UU omnibus law,woiii para koruptor,entah lah kau dri bangsa Indonesia 🔥🔥🔥,maju terus saudaraku 🔥🔥🔥"
polisi belah salah,1,Polisi membelah yang salah
anggota dewan wakil rakyat hormat biar adil omnibus bela anggota dpr gaji anggota dewan wakil rakyat turun umr tunjang anggota ketua dewan wakil rakyat pensiun anggota ketua dpr izin cuti anggota ketua dpr anggota ketua dewan wakil rakyat bolos hukum phkseluruh anggota ketua dewan wakil rakyat tidur rapat hukum phktidak fasilitas mobil dinas anggota ketua dprtidak fasilitas rumah dinas anggota ketua dpr tunjang mewah dalambentuk anggota ketua dpr anggota ketua dewan wakil rakyat korupsi kena hukum gantung monas berani ga nama adil,1,"Teruntuk anggota Dpr yang terhormat Biar adil omnibus juga belaku untuk anggota DPR<br>1. Gaji anggota DPR turun jadi UMR<br>2. Tidak ada tunjangan bagi seluruh anggota dan ketua DPR <br>3. Tidak ada Pensiun bagi seluruh anggota dan ketua DPR<br>4. Tidak ada izin cuti bagi seluruh anggota dan ketua DPR<br>5. Seluruh anggota dan ketua DPR bolos sekali, dihukum PHK<br>6.seluruh anggota dan ketua DPR tidur saat rapat, dihukum PHK<br>7.tidak ada fasilitas mobil dinas bagi seluruh anggota dan ketua DPR<br>8.tidak ada fasilitas rumah dinas bagi seluruh anggota dan ketua DPR<br>9. Tidak ada tunjangan kemewahan dalam.bentuk apapun bagi seluruh anggota dan ketua DPR<br>10. Bagi seluruh anggota dan ketua DPR yang melakukan korupsi dikenakan hukum gantung di Monas <br>Berani ga?? Itu baru namanya adil"
aman tugas provokator salah provokator sesunghuhnya bikin uu merekala tanggung merekala tangkap,1,"yg di amankan petugas itu profokator yg salah, provokator yg sesunghuhnya adalah mereka yg bikin uu... merekala yg bertanggung jawab atas semua ini, merekala yg harus di tangkap..!!!!"
pake akal sehat polisi salahmasa undang undang lihat hasil kedepannyakami republik indonesia cuman undang undang cipta kerja hapus cuman adu domba petinggi moral,1,Pake akal sehat dong polisi. Mana yg bener mana yg salah.<br>Masa dari UU baru aja gk bisa liat hasil kedepannya?<br>Kami RI cuman mau UU cipta kerja di hapuskan. Cuman itu kok dan jangan mau kita di adu dombakan sama petinggi² gak bermoral 🙏
jatuh bangun negara gantung bangsa pudar peduli indonesia dar nama gambar untai pulau peta cepat negeri,1,"Jatuh bangunnya negara ini, sangat tergantung dari bangsa ini sendiri. Makin pudar persatuan dan kepedulian, Indonesia hanyalah sekedar nama dan gambar seuntaian pulau di peta cepat membaik negeriku"
polisi adu mahasiswa dewan wakil rakyat ketok palu umpet polisi kawal anak mahasiswa demo biar polisi hujat salah dewan wakil rakyat biar dewan wakil rakyat komen tator serang polisi polisi kambing hitam halau demo anarkis,1,Sebetulnya ini polisi yg diadu dgn mahasiswa....dpr udh ketok palu trus umpet...hrusnya polisi kawal saja anak mahasiswa demo...biar polisi tdk dihujat....yg buat kesro kan Dpr...biarjan saja dpr yg dibuat bulan2nan....nanti ini pd akhirnya para komen tator2 lak nyerang polisi n polisi yg dikambing hitamkan karena menghalau demo yg anarkis......
polisi kawal anak anak mahasiswa demo halang halang polisi bentrok anak mahasiswa dewan wakil rakyat rakyat ulah dewan wakil rakyat polisi bubar dewan wakil rakyat majelis wakil rakyat indonesia dewan wakil rakyat majelis wakil rakyat jaya ulah dewan wakil rakyat gitu bijak bagus sengsara kerja,1,Pak polisi kawal saja anak2 mahasiswa demo...jangan dihalangi2.....sebetulnya pak polisi sendiri yg dibentrokkan dgn anak mahasiswa oleh dpr yg tidak memihak pd rakyat....yg berulah dpr nanti polisi yg dibuat bulan2nan.....lebih baik di bubarkan saja dpr dan mpr. Indonesia gk ad dpr dan mpr jga tetap jaya....dari th ke tahun ulahnya dpr selalu gitu....bukan membuat kebijakan yg bgus malah nyengsarakan pekerja.....
polisi presiden dewan wakil rakyat perintah gaji pajak rakyat jajah rakyat,1,"Polisi, Presiden, DPR, Pemerintah digaji dari Pajak Rakyat.. tapi mengapa kalian menjajah rakyat sendiri !!!"
kasihan polisi baku hantam ama parademonstransedangkan anggota dewan wakil rakyat tidur rumah demo gedung ujung ujung harga wakil rakyat jemput rumah anggota dewan wakil rakyat demo takut gedung dewan wakil rakyat,1,"Kasihan polisi nya mereka baku hantam Ama parademonstran<br>Sedangkan para anggota DPR nya lagi tiduran di rumahhhh,kalo menurut saya jangan demo ke gedungnya kalo ujung-ujungnya kalian gak di haragai sama para wakil rakyat,samperin rumahnya anggota DPR ya aja mereka kalo lagi demo gini u mereka pasti takut ke gedung dprnya"
rakyat senjatarakyat kekuatanrakyat kalah kuasa mu kuasa perintah riterserah laku putus mukami mintaagar,1,"Rakyat tak punya senjata.<br>Rakyat tak punya kekuatan.<br>Rakyat mengaku kalah dibalik kekuasan mu,wahai penguasah.wahai pemerinta RI.<br>Terserah kau lakukan apa keputusan mu.🙏🙏🙏kami hanya minta.<br>Agar semua baik baik saja."
akibat anarkisme biar jabat suka hati rakyat suka hatiini rakyat lawan perintah perang rakyat perintah sgala dibiarkansemoga allah swt sl lindung indonesia cinta kehancuranaamin,1,Inilah akibat segala sesuatu yg anarkis dibiarkan juga pejabat sesuka hati akhirnya rakyatpun sesuka hati...<br>ini baru rakyat lawan pemerintah blm lgi klo nanti perang antar rakyat krn pemerintah sgala sesuatu dibiarkan...<br>Semoga Allah swt sl melindungi indonesia tercinta dr kehancuran...aamin
presiden aju dewan wakil rakyat kesah presiden pilih paket kawan banteng masuk senayan demo manusia kambing,1,"Presiden Mengajukan, DPR mengesahkan, Presiden kau yang pilih sendiri, sepaket sama kawanan banteng nya masuk senayan, terus sekarang kalian demo.. kalian manusia apa kambing?"
ricuh provokator diem diem peduli diem diem mati mikrofon tolong demo emosi provokator suara rusak suara dengar dengar mikrofon mati nyala mikrofon semangat teman teman demonstran,1,"Gak mungkin ricuh kalo gga ada provokator dan yg di dalem mau keluar mau jelasin, yg di dalem diem diem bae gga mau ngreken kok, diem diem matiin mic, tolong yg demo jangan sampai emosi karna provokator ya, kalian sampaikan suara tanpa merusak, ketika suara kalian tak di dengar sampaikan terus sampai di dengar, kalopun mic kalian dimatiin, nyalain lagi mic nya ✌, semangat teman teman pendemo 💜"
kasihan rakyat aparat korban politik rakyat keluarga dewan wakil rakyat tonton ruang sejuk udara,1,kasihan rakyat dan aparat jadi korban politik.. mereka juga rakyat kecil dan punya keluarga... DPR paling cuma nonton sambil ngopi di ruang ac
hapus dewan wakil rakyat katan wakil rakyat jajah mpr,1,Hapus saja DPR itu!! Katanya wakil rakyat kok mlh menjajah!. Lebih baik Cukup MPR  saja yg ada.
tanggap demo biar rusuh,1,"tanggapi lah para pendemo, biar ga rusuh"
sejarah indonesia jajah negara,1,SEJARAH INDON : DIJAJAH NEGARA SENDIRI 🤜🤛
lihat pertiwisedang susah hati air mata berlinangemas intan terkenangindonesia,1,Ku... lihat ibu pertiwi<br>sedang bersusah hati... <br>air mata mu berlinang..<br>emas intan mu terkenang...<br>..................<br><br>Indonesia sedang tdk baik2 saja
polisi berani main senjatakalo berani tangan kosong,1,Polisinya beraninya main senjata!!<br>Kalo berani tangan kosong pak
dewan wakil rakyat tuntut tangkap tau kondisi pandemi bikin rancang undang undang bikin gaduh,1,Harusnya DPR di tuntut dan di tangkap karena yg memulai adalah mereka....tau kondisi pandemi mlh bikin RUU yg bisa bikin gaduh...
anggota dewan pilih rakyat rakyat sengsara diam,1,Mana anggota dewan yg katanya terpilih oleh rakyat... Rakyatmu lagi sengsara jangan diam aja donk...!!
moga kakak mahasiswa siswi sehat hasil batal omnibus law amin,1,"Semoga buat kk mahasiswa/siswi sehat selalu , dan berhasil untuk membatalkan omnibuslaw nya Amin❤"
si gagas ide rancang undang undang sadar,1,Semua berawal dari si penggagas ide RUU ini. Wahai kau emak sadarlah.
rusuh bahaya saudara damai sebentar uji salam,1,Jgn rusuh dan membahayakan diri wahai saudara ku.. damai sebentar kita sedang diuji salam dari 🇲🇾
warga tuhan undang undang bubar omnibus law moga covid hilang normal ekonomi murid mahasiswa ajar online ajar online habis uang beli kouta rakyat miskin undang undang bikin warga stres tenang dpr dewan pimpin indonesia tolong lihat rakyat bikin undang undang kondisi rakyat kah rakyat tuju lelah demo kasihan uang pakai renovasi rusak warga coba pikir tangis lihat coba bikin undang undang bener kecuali undang undang jam kerja masyarakat masyarakat jamin sehat gratis biaya demo usaha senang iya gaji upah minimum regional perintah senang gaji karyawan biar kerja jam gaji kasih sesuai kerja maaf salah ketik bicara,1,Warga: yatuhan undang-undang macem apa gini bubarkan omnibus law.semoga covid segera hilang. Dan normal kembali ekonomi. Murid. Mahasiswa tidak ada lagi belajar online. Karena belajar online menghabiskan uang. Untuk beli kouta perharinya. Bagimana dengan rakyat miskin?? Apa lagi dengan adanya undang-undang seperti ini. Bikin warga stres bukan tenang. Dan dpr. Dewan pimpinan atasan indonesia tolong liat rakyat kecil jangan asal bikin undang-undang tanpa meliat kondisi rakyat apa kah rakyat tersebut setuju/bagimana??? Apa tidak capek demo?  Apa tidak kesihan uang yang di pakek untuk renovasi yg sudah di rusak oleh warga?? Coba pikir dulu. Saya nangis liat ini. Coba bikin undang*yang bener. Kecuali. Undang*undang ini di tetapkan tetapi jam kerja masyarakat di kurangi. Dan maskarayat harus mendapatkan jaminan kesehatan geratis tanpa biaya apapun. Klok demo gini yg  pasti perusahan seneng yes gajih umr ya akan di kurangi oleh pemerintah jadi saya seneng bisa mengurangi gajih karyawan saya. Biarin dia kerja berapa jam tapi gajih yg saya kasik tidak sesuai dengan kenerja.. Maaf kalok salah ketik/bicara
rusuh dewan wakil rakyat daerah hadir kena rakyat,1,KAMI SEBENARNYA TIDAK AKAN RUSUH ASALAKAN DPRD HADIR UNTUK MENENGKAN RAKYAT DAN BERI PENJELASAN!!!
ayo mahasiswa semangat hak hak aspirasi insya allah undang undang cipta kerja batal ayo mahasiswa semangat,1,ayo wahai mahasiswa semangat lanjutkan terus hak hak aspirasi insya allah uu cipta kerja dibatalkan ayo wahai mahasiswa semangat.....
si jerit rakyat dengar hei petinggi salah temu anggota dewan wakil rakyat wakil rakyat kecilbuka mulut ku bikin sulit suasana undang undang cipta kerja pikir efek warga inget gedung gedung kamirakyatapa laku buruh makmur omnibus law bantu petinggi dengar,1,Knpa si jeritan rakyat g di dgr kalian hei para petinggi apa slh nya.kalian menemui masa dan bukn nya kalian anggota DPR wakil kami rakyat kecil??<br>Buka lh mulut mu jawab lh pertanyaan ku..knp hrs kalian bikin kmi tmbh sulit di suasana yg seperti ini..dgn ada ny undang undang cipta kerja..tnpa kalian berfikir efeknya k warga kekami..inget berdiri nya kalian di gedung gedung besar itu karna adanya kami..rakyat.!!!<br>Apa yg kalian lakukan untuk kmi para buruh untuk lebih makmur bukn seperti omnibuslow yg bru2 ini..bantu agar para petinggi bisa dengarrr
usul tolak ditimbangsuara bungkam kritik larang alasandituduh subversif ganggu aman lawanwiji thukul,1,"Apabila usul ditolak tanpa ditimbang,<br>Suara dibungkam kritik dilarang tanpa alasan,<br>Dituduh subversif dan mengganggu keamanan, Maka hanya ada satu kata: LAWAN!<br><br>(Wiji Thukul, 1986)"
polisi salah rusak salah kuasa negeri dengar suara rakyat,1,Wahai para polisi jangan salahkan mereka merusak segalanya salahkan para penguasa di negeri ini yg tidak mendengarkan suara rakyat...
gilir polisi besarin mahasiswa polisi keroyokan maklumin edar video amatir akun jejaring sosial tutup tutup rakyat tau visi misi polisibukan ayom lindung tindas polisi malu lagu nyanyi apel pagi indonesia raya,1,"giliran polisi,,,di besar besarin,,<br>   mahasiswa ,,,,di pukulin sama polisi (keroyokan),,,<br> di maklumin,,,<br>    dengan beredar nya video&quot; amatir di akun jejaring sosial yang ngga di ada ada  atau di tutup tutupi,,,<br>      mungkin rakyat makin tau ,,,<br>   bahwa visi misi polisi,,,<br>bukan lagi tentang mengayomi dan melindungi,,<br> akan tetapi ,,,menindas<br>          apa anda&quot; (polisi) ngga malu sama lagu yang sering di nyanyikan saat apell pagi<br>  (INDONESIA RAYA)"
indonesia corona omnibus bikin sengsara buruh untung orang asing rakyat bodoh badan selenggara jamin sosial omnibus gimana demo,1,"Mau jadi apa ini Indonesia Corona belum berakhir,ditambah lagi omnibus bikin sengsara para buruh,menguntungkan org asing,rakyat kecil dibodoh2in,bpjs dinaikin,skrg omnibus gimna gk demo terus"
hati hati kawan kawan buruh mahasiswa masyarakat moga bangsa pimpin pimpin perikemanusiaan kaum,1,Tetap Hati2 kawan2 buruh &amp; mahasiswa begitu pun masyarakat.semoga Bangsa ini bs lbh baik dr pemimpin2 yg tdk ada prikemanusiaan kpda kaum kecil
demo murni lagig percaya ditunggangidarah mendidihg marah banget tunggang demo inidengarrrrrsiapapun tunggang demo inig kutuk kena covid jenazahkalian sampah busuk usak bumi pertiwi cinta,1,"Ini Demo udah gak murni lagi.<br>G percaya 1,000% kalau ini pasti ditunggangi.<br>Darah g mendidih...<br>G marah banget sama pihak2 penunggang demo hari ini.<br>DENGARRRRR!!!!<br>SIAPAPUN PENUNGGANNG DEMO HARI INI,<br>G KUTUK KALIAN KENA COVID-19 SAMPE JADI JENAZAH!!!!!<br>KALIAN SAMPAH BUSUK PERUSAK BUMI PERTIWI YANG SANGAT G CINTAI."
detik mahasiswa tangkap video langsung potong ayo media tampil rekam potong edit,1,"Detik ke <a href=""https://www.youtube.com/watch?v=LvRmkq70AzI&amp;t=00m12s"">00:12</a> mahasiswa ketangkap lalu di pukul. Saya yakin sebenarnya ada kelanjutan video itu, tpi langsung dipotong. Ayooo media tampilkan semua rekaman tanpa ada yg dipotong / edit"
demo provokator adil demo partai propokatorini demo biaya demo suara dengar wakil rakyat,1,"demo ini tidak ada propokator karena mereka semua merasa tidak ada keadilan,jika demo partai pasti ada propokator,<br>ini demo tdak ada(membiayayai) mereka demo karena suara mereka tidak pernah di dengar sama wakil rakyat"
demo model coba sopan aspirasi rusak pikir,1,"Demo model apa seperti bgitu..coba yg sopan sampaikan aspirasi jgn merusak brgitu, dimana pikirannya ya"
demo bentrok polisi dewan wakil rakyat kesah duduk duduk rumah dewan wakil rakyat langsung,1,"Percuma demo2 bentrok ama pulisi,tp dpr nya yg ngesahin duduk2 drumah,lbih baik datangi dpr nya lgsung."
ulah jabat rakyat korban,1,Ulah pejabat Rakyat jadi korban...
rakyat percaya perintah harga aparat dihormatiditaiwan rakyat takut perintah menteri rakyat patuh undang undang,1,Rakyat sdah gak percaya pemerintah..harga diri aparat tdk dihormati...<br><br>Ditaiwan .semua rakyat takut pemerintah..baik dari yg mentri sampai rakyat bawah..hampir semua mematuhi undang2
